artist_name,album_name,track_name,track_number,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key_name,mode_name,key_mode
Nine Inch Nails,The Fragile,The Frail,3,1999-01-01,0.189,0.00423,0,-34.898,1,0.0436,0.946,0.898,0.244,0.203,72.819,114040,C,major,C major
Nine Inch Nails,The Fragile,The Wretched,4,1999-01-01,0.626,0.741,0,-7.316,1,0.0396,0.00849,0.203,0.102,0.53,140.007,325250,C,major,C major
Nine Inch Nails,The Fragile,We're In This Together,5,1999-01-01,0.555,0.672,0,-7.337,1,0.0339,3.17e-4,0.355,0.0984,0.171,100.091,436000,C,major,C major
Nine Inch Nails,The Fragile,The Fragile,6,1999-01-01,0.559,0.373,7,-7.733,0,0.0253,0.00472,0.663,0.201,0.222,143.034,275466,G,minor,G minor
Nine Inch Nails,The Fragile,Just Like You Imagined,7,1999-01-01,0.478,0.76,10,-8.029,1,0.0397,0.00509,0.921,0.0868,0.336,150.074,229866,A#,major,A# major
Nine Inch Nails,The Fragile,Even Deeper,8,1999-01-01,0.654,0.576,9,-8.916,1,0.0314,0.00221,0.686,0.402,0.17,125.992,347933,A,major,A major
Nine Inch Nails,The Fragile,Pilgrimage,9,1999-01-01,0.462,0.749,1,-5.816,1,0.0368,0.00963,0.666,0.378,0.231,80.023,211933,C#,major,C# major
Nine Inch Nails,The Fragile,"No, You Don't",10,1999-01-01,0.548,0.94,6,-6.214,0,0.0777,6.83e-5,0.76,0.0923,0.133,126.035,215933,F#,minor,F# minor
Nine Inch Nails,The Fragile,La Mer,11,1999-01-01,0.588,0.462,0,-11.134,0,0.0249,0.232,0.902,0.127,0.241,92.997,277866,C,minor,C minor
Nine Inch Nails,The Fragile,The Great Below,12,1999-01-01,0.3,0.269,2,-16.825,1,0.0349,0.461,0.66,0.287,0.0495,122.545,317173,D,major,D major
Nine Inch Nails,The Fragile,The Way Out Is Through,1,1999-01-01,0.49,0.284,0,-12.111,1,0.0393,0.61,0.897,0.115,0.199,119.936,256250,C,major,C major
Nine Inch Nails,The Fragile,Into The Void,2,1999-01-01,0.71,0.816,8,-5.903,1,0.0458,0.122,0.0301,0.0666,0.393,93.038,288250,G#,major,G# major
Nine Inch Nails,The Fragile,Where Is Everybody?,3,1999-01-01,0.632,0.766,10,-5.835,1,0.0503,0.00202,0.00147,0.0988,0.788,144.011,339750,A#,major,A# major
Nine Inch Nails,The Fragile,The Mark Has Been Made,4,1999-01-01,0.668,0.405,2,-11.069,1,0.0344,0.0407,0.882,0.105,0.078,120.066,314000,D,major,D major
Nine Inch Nails,The Fragile,Please,5,1999-01-01,0.726,0.754,4,-3.985,1,0.0302,4.59e-4,0.754,0.331,0.562,119.984,210706,E,major,E major
Nine Inch Nails,The Fragile,"Starfuckers, Inc.",6,1999-01-01,0.494,0.937,11,-6.037,0,0.0632,3.04e-4,0.537,0.723,0.366,145.994,299250,B,minor,B minor
Nine Inch Nails,The Fragile,Complication,7,1999-01-01,0.469,0.929,9,-6.579,0,0.0545,0.00369,0.823,0.0647,0.305,135.004,150773,A,minor,A minor
Nine Inch Nails,The Fragile,"I'm Looking Forward To Joining You, Finally",8,1999-01-01,0.782,0.598,0,-10.654,1,0.114,0.0613,0.744,0.26,0.154,166.064,253360,C,major,C major
Nine Inch Nails,The Fragile,The Big Come Down,9,1999-01-01,0.714,0.808,2,-5.151,1,0.261,0.0368,0.0037200000000000002,0.259,0.604,161.988,252866,D,major,D major
Nine Inch Nails,The Fragile,Underneath It All,10,1999-01-01,0.61,0.809,7,-8.838,0,0.125,0.00482,0.00402,0.403,0.0532,110.042,166133,G,minor,G minor
Nine Inch Nails,The Fragile,Ripe (With Decay),11,1999-01-01,0.572,0.181,8,-14.85,1,0.0261,0.141,0.875,0.189,0.0373,80.075,394333,G#,major,G# major
Nine Inch Nails,Further Down The Spiral,Piggy (Nothing Can Stop Me Now),1,1995-01-01,0.584,0.983,9,-5.397,0,0.0688,0.00285,0.875,0.174,0.323,131.805,243360,A,minor,A minor
Nine Inch Nails,Further Down The Spiral,"The Art Of Self Destruction, Part One",2,1995-01-01,0.503,0.831,2,-10.466,1,0.0779,0.00289,0.645,0.111,0.0879,99.961,341733,D,major,D major
Nine Inch Nails,Further Down The Spiral,Self Destruction - Part Three,3,1995-01-01,0.373,0.841,0,-9.043,1,0.0639,1.49e-4,0.828,0.412,0.255,199.831,208533,C,major,C major
Nine Inch Nails,Further Down The Spiral,Heresy,4,1995-01-01,0.591,0.822,1,-8.179,1,0.0441,5.14e-4,0.838,0.537,0.694,114.988,319866,C#,major,C# major
Nine Inch Nails,Further Down The Spiral,The Downward Spiral (The Bottom),5,1995-01-01,0.605,0.848,2,-10.268,1,0.132,0.224,0.768,0.0719,0.313,100.413,449200,D,major,D major
Nine Inch Nails,Further Down The Spiral,Hurt (Quiet),6,1995-01-01,0.464,0.363,9,-12.085,1,0.0335,0.744,0.0271,0.937,0.121,80.048,307040,A,major,A major
Nine Inch Nails,Further Down The Spiral,At The Heart Of It All,7,1995-01-01,0.458,0.727,4,-12.524,0,0.23,0.293,0.208,0.301,0.0631,122.183,428760,E,minor,E minor
Nine Inch Nails,Further Down The Spiral,Ruiner,8,1995-01-01,0.691,0.853,2,-8.375,1,0.058,0.0167,0.00992,0.0858,0.391,116.017,335773,D,major,D major
Nine Inch Nails,Further Down The Spiral,Eraser (Denial: Realization),9,1995-01-01,0.532,0.945,9,-9.118,0,0.0436,0.00326,0.956,0.377,0.399,130.015,398533,A,minor,A minor
Nine Inch Nails,Further Down The Spiral,"Self Destruction, Final",10,1995-01-01,0.54,0.963,2,-7.769,1,0.0895,9.27e-5,0.837,0.117,0.0694,99.899,594533,D,major,D major
Nine Inch Nails,Further Down The Spiral,Piggy (Nothing Can Stop Me Now),1,1995,0.593,0.985,9,-5.401,0,0.0748,0.00327,0.896,0.208,0.282,131.784,242602,A,minor,A minor
Nine Inch Nails,Further Down The Spiral,"The Art Of Self Destruction, Part One",2,1995,0.273,0.808,2,-10.501,1,0.0868,0.00421,0.691,0.111,0.0887,100.024,341773,D,major,D major
Nine Inch Nails,Further Down The Spiral,"Self Destruction, Part Two",3,1995,0.548,0.919,10,-7.426,0,0.0815,2.89e-4,0.863,0.144,0.411,99.921,337360,A#,minor,A# minor
Nine Inch Nails,Further Down The Spiral,The Downward Spiral (The Bottom),4,1995,0.691,0.804,11,-11.502,0,0.143,0.235,0.779,0.371,0.343,100.427,357500,B,minor,B minor
Nine Inch Nails,Further Down The Spiral,Hurt (Quiet),5,1995,0.613,0.218,11,-11.97,0,0.0264,0.582,0.00459,0.126,0.0563,79.991,308493,B,minor,B minor
Nine Inch Nails,Further Down The Spiral,Eraser (Denial: Realization),6,1995,0.533,0.939,0,-9.076,1,0.0442,0.00225,0.955,0.342,0.386,130.001,393440,C,major,C major
Nine Inch Nails,Further Down The Spiral,At The Heart Of It All,7,1995,0.473,0.817,4,-10.26,0,0.222,0.286,0.14,0.113,0.109,122.23,370250,E,minor,E minor
Nine Inch Nails,Further Down The Spiral,Eraser (Polite),8,1995,0.133,0.0967,5,-18.212,0,0.0345,0.893,2.59e-5,0.131,0.217,168.246,75511,F,minor,F minor
Nine Inch Nails,Further Down The Spiral,"Self Destruction, Final",9,1995,0.577,0.896,10,-9.375,0,0.0792,2.13e-4,0.809,0.117,0.115,99.921,341250,A#,minor,A# minor
Nine Inch Nails,Further Down The Spiral,The Beauty Of Being Numb,10,1995,0.246,0.524,1,-13.061,1,0.196,0.513,0.346,0.434,0.225,176.326,300500,C#,major,C# major
Nine Inch Nails,Further Down The Spiral,"Erased, Over, Out",11,1995,0.454,0.775,1,-9.119,1,0.0382,0.918,0.694,0.333,0.126,130.08,360773,C#,major,C# major
Nine Inch Nails,Closer To God,Closer To God,1,1994-06-10,0.601,0.799,10,-8.811,0,0.0504,8.81e-6,0.578,0.221,0.449,117.891,305693,A#,minor,A# minor
Nine Inch Nails,Closer To God,Closer (Precursor),2,1994-06-10,0.4,0.53,10,-13.954,0,0.0711,0.0204,0.188,0.114,0.306,90.024,436133,A#,minor,A# minor
Nine Inch Nails,Closer To God,Closer (Deviation),3,1994-06-10,0.681,0.836,1,-7.853,1,0.0611,9.14e-4,0.0933,0.333,0.541,90.177,375573,C#,major,C# major
Nine Inch Nails,Closer To God,Heresy (Blind),4,1994-06-10,0.694,0.836,1,-7.438,1,0.0543,0.00278,0.705,0.822,0.127,114.87,332788,C#,major,C# major
Nine Inch Nails,Closer To God,Memorabilia,5,1994-06-10,0.612,0.988,5,-7.002,1,0.0759,0.177,0.354,0.138,0.333,133.849,441666,F,major,F major
Nine Inch Nails,Closer To God,Closer (Internal),6,1994-06-10,0.575,0.882,1,-12.603,1,0.114,0.00601,0.0364,0.781,0.153,91.934,255605,C#,major,C# major
Nine Inch Nails,Closer To God,March Of The Fuckheads,7,1994-06-10,0.688,0.912,10,-7.235,0,0.0437,4.53e-4,0.896,0.368,0.146,113.074,283360,A#,minor,A# minor
Nine Inch Nails,Closer To God,Closer (Further Away),8,1994-06-10,0.47,0.728,5,-10.716,0,0.136,0.0045,0.737,0.646,0.174,91.911,345440,F,minor,F minor
Nine Inch Nails,Closer To God,Closer,9,1994-06-10,0.578,0.626,10,-10.437,0,0.0418,2.84e-4,0.76,0.374,0.534,89.991,386333,A#,minor,A# minor
Nine Inch Nails,The Downward Spiral,Mr. Self Destruct,1,1994-01-01,0.258,0.877,2,-8.702,1,0.101,0.0115,0.792,0.64,0.242,99.554,272760,D,major,D major
Nine Inch Nails,The Downward Spiral,Piggy,2,1994-01-01,0.728,0.444,9,-14.304,1,0.0506,0.00763,0.407,0.131,0.625,131.928,264573,A,major,A major
Nine Inch Nails,The Downward Spiral,Heresy,3,1994-01-01,0.555,0.916,5,-6.084,1,0.118,2.55e-5,0.0712,0.122,0.157,114.998,234333,F,major,F major
Nine Inch Nails,The Downward Spiral,March Of The Pigs,4,1994-01-01,0.519,0.912,2,-7.363,1,0.0572,0.0273,0.115,0.0831,0.0566,134.454,178493,D,major,D major
Nine Inch Nails,The Downward Spiral,Closer,5,1994-01-01,0.567,0.717,10,-8.606,0,0.044,3.51e-4,0.547,0.111,0.509,90.005,373191,A#,minor,A# minor
Nine Inch Nails,The Downward Spiral,Ruiner,6,1994-01-01,0.535,0.958,7,-7.827,1,0.0654,2.21e-4,0.472,0.286,0.0711,116.655,296973,G,major,G major
Nine Inch Nails,The Downward Spiral,The Becoming,7,1994-01-01,0.567,0.928,0,-10.168,1,0.0376,0.00719,0.00279,0.349,0.642,149.858,333360,C,major,C major
Nine Inch Nails,The Downward Spiral,I Do Not Want This,8,1994-01-01,0.601,0.921,4,-7.948,1,0.0917,0.0251,0.057,0.133,0.107,117.914,341200,E,major,E major
Nine Inch Nails,The Downward Spiral,Big Man With A Gun,9,1994-01-01,0.348,0.986,2,-4.122,1,0.12,5.08e-4,0.0506,0.511,0.351,199.88,96130,D,major,D major
Nine Inch Nails,The Downward Spiral,A Warm Place,10,1994-01-01,0.232,0.104,0,-28.886,0,0.036,0.762,0.866,0.0966,0.109,139.263,203626,C,minor,C minor
Nine Inch Nails,The Downward Spiral,Eraser,11,1994-01-01,0.711,0.936,5,-9.059,0,0.0342,0.0517,0.804,0.698,0.519,130.014,293200,F,minor,F minor
Nine Inch Nails,The Downward Spiral,Reptile,12,1994-01-01,0.627,0.887,7,-8.138,1,0.0548,0.00735,0.0502,0.372,0.0625,127.874,411800,G,major,G major
Nine Inch Nails,The Downward Spiral,The Downward Spiral,13,1994-01-01,0.496,0.348,2,-17.254,1,0.0421,0.976,0.917,0.0961,0.217,100.533,236866,D,major,D major
Nine Inch Nails,The Downward Spiral,Hurt,14,1994-01-01,0.528,0.183,11,-17.491,0,0.0335,0.67,0.0293,0.135,0.0824,79.95,374440,B,minor,B minor
Nine Inch Nails,The Downward Spiral,Mr. Self Destruct,1,1994-01-01,0.471,0.889,2,-8.7,1,0.0707,0.00933,0.801,0.4,0.26,99.924,270066,D,major,D major
Nine Inch Nails,The Downward Spiral,Piggy,2,1994-01-01,0.706,0.42,11,-14.326,0,0.0813,0.00844,0.228,0.104,0.553,131.903,264533,B,minor,B minor
Nine Inch Nails,The Downward Spiral,Heresy,3,1994-01-01,0.565,0.908,5,-6.013,1,0.112,2.97e-5,0.031,0.0682,0.195,115.002,234253,F,major,F major
Nine Inch Nails,The Downward Spiral,March Of The Pigs,4,1994-01-01,0.507,0.857,2,-7.409,1,0.0452,0.0321,0.0759,0.103,0.0781,134.423,178640,D,major,D major
Nine Inch Nails,The Downward Spiral,Closer,5,1994-01-01,0.585,0.718,10,-8.636,0,0.0416,3.11e-4,0.509,0.583,0.573,90.009,373000,A#,minor,A# minor
Nine Inch Nails,The Downward Spiral,Ruiner,6,1994-01-01,0.536,0.955,4,-7.89,0,0.0718,2.34e-4,0.485,0.109,0.0712,116.665,296600,E,minor,E minor
Nine Inch Nails,The Downward Spiral,The Becoming,7,1994-01-01,0.571,0.915,0,-10.119,1,0.053900000000000003,0.00961,0.0018600000000000001,0.206,0.578,149.872,330500,C,major,C major
Nine Inch Nails,The Downward Spiral,I Do Not Want This,8,1994-01-01,0.601,0.917,4,-7.967,1,0.111,0.0223,0.0612,0.102,0.11,117.892,341240,E,major,E major
Nine Inch Nails,The Downward Spiral,Big Man With A Gun,9,1994-01-01,0.474,0.988,2,-4.546,1,0.0848,4.68e-4,0.00979,0.602,0.368,99.905,96160,D,major,D major
Nine Inch Nails,The Downward Spiral,A Warm Place,10,1994-01-01,0.228,0.114,0,-28.883,0,0.0351,0.758,0.829,0.0678,0.0721,139.745,202866,C,minor,C minor
Nine Inch Nails,The Downward Spiral,Eraser,11,1994-01-01,0.708,0.946,6,-8.998,1,0.0334,0.0636,0.739,0.774,0.492,130.008,292250,F#,major,F# major
Nine Inch Nails,The Downward Spiral,Reptile,12,1994-01-01,0.622,0.893,7,-8.163,1,0.051,0.00923,0.0607,0.313,0.0654,127.928,410750,G,major,G major
Nine Inch Nails,The Downward Spiral,The Downward Spiral,13,1994-01-01,0.313,0.346,4,-17.315,1,0.0468,0.974,0.944,0.113,0.222,101.587,236893,E,major,E major
Nine Inch Nails,The Downward Spiral,Hurt,14,1994-01-01,0.459,0.177,11,-17.531,0,0.035,0.788,0.0557,0.115,0.0681,79.924,375933,B,minor,B minor
Nine Inch Nails,Broken,Pinion,1,1992-01-01,0.434,0.0231,0,-33.202,0,0.0328,0.0165,0.896,0.303,0.0956,58.041,63160,C,minor,C minor
Nine Inch Nails,Broken,Wish,2,1992-01-01,0.537,0.983,7,-7.126,1,0.0859,4.18e-4,0.569,0.692,0.177,135.017,226733,G,major,G major
Nine Inch Nails,Broken,Last,3,1992-01-01,0.488,0.953,2,-6.074,1,0.0482,2.58e-4,0.0481,0.406,0.503,90.005,284573,D,major,D major
Nine Inch Nails,Broken,Help Me I Am In Hell,4,1992-01-01,0.658,0.153,9,-23.295,1,0.0455,0.779,0.922,0.113,0.21,147.959,116200,A,major,A major
Nine Inch Nails,Broken,Happiness In Slavery,5,1992-01-01,0.307,0.987,10,-7.481,0,0.0819,7.65e-5,0.791,0.329,0.274,119.881,321093,A#,minor,A# minor
Nine Inch Nails,Broken,Gave Up,6,1992-01-01,0.535,0.905,11,-8.261,1,0.0663,2.54e-4,0.654,0.689,0.181,143.958,248573,B,major,B major
Nine Inch Nails,Broken,Physical (You're So),7,1992-01-01,0.374,0.8,4,-8.237,1,0.0362,7.77e-4,0.135,0.143,0.18,159.805,329866,E,major,E major
Nine Inch Nails,Broken,Suck,8,1992-01-01,0.607,0.615,4,-9.703,0,0.115,0.00512,0.452,0.0416,0.357,182.041,307866,E,minor,E minor
Nine Inch Nails,Fixed,Gave Up - Remix,1,1992-01-01,0.578,0.983,6,-10.804,1,0.0836,1.35e-4,0.286,0.171,0.164,143.547,322466,F#,major,F# major
Nine Inch Nails,Fixed,Wish - Remix,2,1992-01-01,0.48,0.923,7,-10.714,1,0.0511,6.96e-4,0.798,0.128,0.307,135.113,548000,G,major,G major
Nine Inch Nails,Fixed,Happiness In Slavery - Remix,3,1992-01-01,0.572,0.88,0,-10.254,1,0.0621,9.16e-4,0.742,0.724,0.119,119.873,368800,C,major,C major
Nine Inch Nails,Fixed,Throw This Away,4,1992-01-01,0.45,0.553,4,-13.153,1,0.122,0.359,0.861,0.103,0.0679,179.721,254000,E,major,E major
Nine Inch Nails,Fixed,Fist F**k - Remix,5,1992-01-01,0.289,0.973,4,-9.947,0,0.0844,0.0318,0.893,0.768,0.0548,136.626,439293,E,minor,E minor
Nine Inch Nails,Fixed,Screaming Slave,6,1992-01-01,0.311,0.934,10,-10.378,0,0.267,0.00258,0.65,0.848,0.0359,119.859,480333,A#,minor,A# minor
Nine Inch Nails,Fixed,Gave Up,1,1992-01-01,0.567,0.986,6,-10.823,1,0.0701,1.29e-4,0.273,0.431,0.182,143.505,324173,F#,major,F# major
Nine Inch Nails,Fixed,Wish,2,1992-01-01,0.476,0.935,7,-10.762,1,0.0489,6.78e-4,0.815,0.0872,0.273,135.072,549426,G,major,G major
Nine Inch Nails,Fixed,Happiness In Slavery,3,1992-01-01,0.552,0.876,0,-10.31,1,0.0633,7.26e-4,0.739,0.655,0.116,119.882,368800,C,major,C major
Nine Inch Nails,Fixed,Throw This Away,4,1992-01-01,0.426,0.544,4,-13.188,1,0.125,0.354,0.875,0.156,0.0688,179.552,254000,E,major,E major
Nine Inch Nails,Fixed,First Fuck,5,1992-01-01,0.249,0.969,4,-10.073,0,0.0842,0.0399,0.902,0.439,0.0394,93.206,439600,E,minor,E minor
Nine Inch Nails,Fixed,Screaming Slave,6,1992-01-01,0.322,0.949,10,-10.426,0,0.276,0.00211,0.422,0.801,0.0343,119.87,482000,A#,minor,A# minor
Nine Inch Nails,Head Like a Hole,Head Like A Hole - Slate,1,1990-03-22,0.671,0.866,6,-13.047,0,0.0424,0.18,3.59e-4,0.321,0.791,115.641,258800,F#,minor,F# minor
Nine Inch Nails,Head Like a Hole,Head Like a Hole - Clay,2,1990-03-22,0.643,0.704,9,-13.656,1,0.0322,0.0126,1.02e-4,0.285,0.427,115.259,274373,A,major,A major
Nine Inch Nails,Head Like a Hole,Terrible Lie - Sympathetic Mix,3,1990-03-22,0.548,0.702,1,-15.455,0,0.0577,0.0213,0.0756,0.259,0.645,176.092,271826,C#,minor,C# minor
Nine Inch Nails,Head Like a Hole,Head Like A Hole - Copper,4,1990-03-22,0.692,0.858,6,-13.573,0,0.0509,0.0807,5.95e-4,0.0399,0.714,115.636,386066,F#,minor,F# minor
Nine Inch Nails,Head Like a Hole,You Know Who You Are,5,1990-03-22,0.738,0.87,11,-15.998,0,0.0457,0.0544,0.905,0.119,0.394,115.598,342600,B,minor,B minor
Nine Inch Nails,Head Like a Hole,Head Like a Hole - Soil,6,1990-03-22,0.746,0.887,6,-13.179,0,0.0424,0.139,0.0137,0.835,0.619,115.515,398733,F#,minor,F# minor
Nine Inch Nails,Head Like a Hole,Terrible Lie - Empathetic Mix,7,1990-03-22,0.545,0.673,11,-14.757,0,0.0679,0.0151,0.0637,0.284,0.685,176.119,377400,B,minor,B minor
Nine Inch Nails,Head Like a Hole,Down In It - Shred,8,1990-03-22,0.67,0.558,4,-15.03,0,0.14,7.1e-4,0.68,0.159,0.175,104.016,420240,E,minor,E minor
Nine Inch Nails,Head Like a Hole,Down In It - Singe,9,1990-03-22,0.773,0.535,11,-17.674,0,0.0835,0.00832,0.702,0.0725,0.149,104.033,441360,B,minor,B minor
Nine Inch Nails,Head Like a Hole,Down In It - Demo,10,1990-03-22,0.74,0.818,2,-13.118,1,0.057,0.0833,0.608,0.317,0.705,104.003,232266,D,major,D major
Nine Inch Nails,Pretty Hate Machine,Head Like A Hole,1,1989-10-20,0.668,0.803,9,-11.282,1,0.0459,0.0091,0.00182,0.571,0.423,115.386,299640,A,major,A major
Nine Inch Nails,Pretty Hate Machine,Terrible Lie,2,1989-10-20,0.61,0.606,6,-12.508,1,0.0429,6.85e-4,0.0746,0.294,0.477,87.942,278960,F#,major,F# major
Nine Inch Nails,Pretty Hate Machine,Down In It,3,1989-10-20,0.619,0.723,4,-11.836,0,0.11,3.54e-4,0.646,0.163,0.492,104.04,226400,E,minor,E minor
Nine Inch Nails,Pretty Hate Machine,Sanctified,4,1989-10-20,0.717,0.478,9,-16.107,1,0.0335,0.11,0.103,0.145,0.915,107.038,348400,A,major,A major
Nine Inch Nails,Pretty Hate Machine,Something I Can Never Have,5,1989-10-20,0.501,0.131,5,-16.824,1,0.0302,0.815,6.12e-5,0.111,0.0391,108.051,354933,F,major,F major
Nine Inch Nails,Pretty Hate Machine,Kinda I Want To,6,1989-10-20,0.61,0.94,6,-11.093,0,0.0678,0.0173,0.826,0.949,0.563,104.068,273106,F#,minor,F# minor
Nine Inch Nails,Pretty Hate Machine,Sin,7,1989-10-20,0.63,0.865,11,-10.824,1,0.052,9.66e-4,0.607,0.817,0.735,128.437,246333,B,major,B major
Nine Inch Nails,Pretty Hate Machine,That's What I Get,8,1989-10-20,0.67,0.681,0,-10.45,1,0.0434,0.0125,0.167,0.388,0.289,112.04,270800,C,major,C major
Nine Inch Nails,Pretty Hate Machine,The Only Time,9,1989-10-20,0.682,0.675,9,-10.35,1,0.0379,0.00167,0.0192,0.0532,0.708,94.285,287760,A,major,A major
Nine Inch Nails,Pretty Hate Machine,Ringfinger,10,1989-10-20,0.74,0.824,10,-12.393,0,0.0792,0.0036,0.339,0.568,0.658,113.061,340866,A#,minor,A# minor
Nine Inch Nails,Pretty Hate Machine,Head Like A Hole,1,1989-01-01,0.669,0.824,9,-12.07,1,0.0475,0.0111,0.00184,0.572,0.471,115.383,299533,A,major,A major
Nine Inch Nails,Pretty Hate Machine,Terrible Lie,2,1989-01-01,0.579,0.578,6,-13.281,1,0.0584,0.00119,0.0939,0.405,0.488,88.028,277466,F#,major,F# major
Nine Inch Nails,Pretty Hate Machine,Down In It,3,1989-01-01,0.653,0.746,4,-11.045,0,0.12,3.79e-4,0.695,0.116,0.488,104.062,226506,E,minor,E minor
Nine Inch Nails,Pretty Hate Machine,Sanctified,4,1989-01-01,0.728,0.49,9,-15.393,1,0.0354,0.142,0.094,0.153,0.908,107.036,348293,A,major,A major
Nine Inch Nails,Pretty Hate Machine,Something I Can Never Have,5,1989-01-01,0.479,0.109,5,-17.572,1,0.0315,0.838,5.3e-5,0.111,0.0397,108.053,352706,F,major,F major
Nine Inch Nails,Pretty Hate Machine,Kinda I Want To,6,1989-01-01,0.618,0.934,6,-11.871,0,0.0581,0.0253,0.705,0.942,0.52,104.078,274333,F#,minor,F# minor
Nine Inch Nails,Pretty Hate Machine,Sin,7,1989-01-01,0.63,0.87,11,-10.588,1,0.0494,0.00148,0.681,0.93,0.82,128.447,243000,B,major,B major
Nine Inch Nails,Pretty Hate Machine,That's What I Get,8,1989-01-01,0.665,0.711,0,-10.069,1,0.0445,0.0171,0.292,0.426,0.323,112.056,268826,C,major,C major
Nine Inch Nails,Pretty Hate Machine,The Only Time,9,1989-01-01,0.562,0.665,9,-11.23,1,0.0644,0.00336,0.011,0.0653,0.726,188.574,287773,A,major,A major
Nine Inch Nails,Pretty Hate Machine,Ringfinger,10,1989-01-01,0.746,0.795,1,-13.058,1,0.0776,0.00524,0.247,0.53,0.669,113.061,342066,C#,major,C# major
